,duration_f0,duration_intensity,form,label,mean_f0,mean_intensity,range_f0,range_intensity,sd_f0,sd_intensity,slope_f0,slope_intensity,speaker,stimNum,topic
0,90,224,nonconventional,IR,135.90907774986454,44.30032671590303,105.31497248495093,25.892257087952515,18.45399258292285,7.331651387430726,0.3645927266259381,-0.003926085813560104,S1,2,back
1,51,200,conventional,IR,133.20846012249396,43.591911904425594,79.4226451483597,26.205846101757963,18.310277560170505,7.064437633028095,0.6501267022157923,-0.02260312461362467,S1,3,box
2,82,194,nonconventional,IR,151.65436979323434,45.115796654868,94.700694526364,22.724554904633735,24.60124609330952,6.748412727876741,0.9704868206113598,-0.012641250113359905,S1,1,car
3,60,189,conventional,IR,156.3555512707386,44.896623959378424,304.63819869364414,22.259150030020507,79.68098792830942,6.538561854757151,1.7663968592854393,0.005964279427600363,S1,4,door
4,73,228,nonconventional,IR,164.61604025556824,46.369309018954475,418.0448406979905,32.78434724249999,75.99003753029608,8.111791720210862,1.9921986689733246,0.0021432841689432943,S1,5,laptop
5,78,228,nonconventional,IR,175.43763755689406,44.656214741296886,439.7245309762886,25.470451837333997,99.09692130887332,6.7494369094389075,2.2836726008439476,0.006755613081700536,S1,6,office
6,79,169,nonconventional,IR,140.89416555380797,46.09996382836955,86.96151001804853,24.044910807205355,22.65773141889006,7.0643736912411335,0.8929691440574664,0.014827787748293929,S1,7,phone
7,82,196,conventional,IR,135.38993448795497,44.8648548836151,139.20346135582128,24.75886857046593,27.282912966079913,7.282498900585681,0.27504914415716597,-0.01654785359914062,S1,8,piano
8,52,182,nonconventional,IR,160.42439946575888,44.65949018682614,138.48049320013448,27.096036629724267,36.996395250283534,7.2034269336182835,1.4183516798697124,-0.018185512878064188,S1,9,soup
9,75,228,conventional,IR,137.82084326325452,45.183532849072485,75.4180242605319,26.503678393875738,17.862879627848642,8.067053697904102,0.2869717644194005,-0.013817519936926115,S1,10,Spanish
10,75,220,conventional,IR,148.4506814501368,43.37313653523991,86.28801246126744,24.22676567121698,28.49669609318535,7.052742578846339,1.0308886136102713,-0.0199566789040725,S1,12,temp
11,101,181,conventional,IR,147.43406836216224,47.372156810395154,99.05996547835731,27.58324567882797,27.223378483033265,7.989015413575285,0.58452847623991,-0.016909808388279504,S1,11,window
12,86,199,nonconventional,Literal,117.56326819361821,45.100094383897584,85.63989033561904,23.977602365804557,19.86849198089682,6.641261854768751,-0.23477088360701595,-0.023439375773437708,S1,2,back
13,79,194,conventional,Literal,182.73490570770306,43.897866551585864,395.9732896294866,24.92759681846031,80.93104245207984,5.721813251252736,0.04017947329640899,0.00018435157214570267,S1,3,box
14,86,182,nonconventional,Literal,147.12207890490677,44.778670968065306,128.40931298297733,22.98244354964558,28.107035157878567,6.850433502500401,0.9155689209921393,-0.02994643476576492,S1,1,car
15,79,203,conventional,Literal,164.6887469374285,44.647130279165204,117.61082640437658,23.12552863638156,31.95510796615287,6.505361609729445,1.367261849432244,0.014140542037785444,S1,4,door
16,82,199,nonconventional,Literal,162.62125177421044,44.25612517903056,108.92882420917462,24.701863242950452,35.03765854082755,6.955242168069178,1.2651535551920268,-0.04671175268185608,S1,5,laptop
17,80,178,nonconventional,Literal,127.28432681754711,45.93350412024812,81.5462361440253,20.59362724964982,17.09566287426752,6.223152882502076,-0.37523450421757026,-0.019969605411380376,S1,6,office
18,74,163,nonconventional,Literal,114.19029864135324,43.48947694374065,23.093666956969386,22.250764286915405,5.920269216705132,6.646602310296169,-0.18219562921616267,0.04524140781872385,S1,7,phone
19,82,190,conventional,Literal,167.2714678649581,43.0747113438931,113.02736838422025,21.586432009323474,32.42678851590418,6.551701702569885,1.3160105386684984,0.007750261156131986,S1,8,piano
20,48,153,nonconventional,Literal,179.03676307287193,45.16831568196621,109.0587384311013,26.249393810538137,35.01527042174932,8.49641429506682,2.3644683657902785,-0.024408586207516056,S1,9,soup
21,68,186,conventional,Literal,133.6010953210137,44.64977717133486,81.21878957276331,24.17853008831285,17.59417996462727,7.252092377272835,0.17329714365933382,-0.0021982847194305607,S1,10,Spanish
22,67,190,conventional,Literal,152.48384479662624,42.992944620816566,112.02926497872555,22.628898316225147,36.674779520246624,6.690220098442804,1.5357641136971063,-0.0024294118954757095,S1,12,temp
23,95,199,conventional,Literal,190.5124580375977,44.40003370423068,178.4932576843849,25.31224565490289,42.547385379922645,7.17969136502078,1.1591241185533119,0.039444274917972796,S1,11,window
24,111,216,nonconventional,IR,189.13400786273905,50.899586457139954,465.40869652967444,37.85041230433734,93.22686184348153,9.645295546512775,-0.2997349097967118,-0.003923339363042378,S2,2,back
25,69,180,conventional,IR,217.73962119302558,54.10088233871837,436.45828881471056,45.40715528469141,113.67023393611045,9.466344511734755,1.9082756778219006,0.014560222211678605,S2,3,box
26,108,233,nonconventional,IR,170.17506046620295,47.5494133883553,324.1954459280955,41.490402530113855,50.517169646069796,9.504116057303108,-0.5211884845422611,-0.007121872887647096,S2,1,car
27,47,166,conventional,IR,186.11964153251597,55.777834779281555,69.46096077903562,52.28032038705578,22.5250287348776,12.148027711034269,0.9790735296963406,0.05205090426704589,S2,4,door
28,86,203,nonconventional,IR,174.01983935626725,49.65624922518166,109.59425567222056,31.6024539701196,25.093758133447693,7.800436525699396,-0.43022032283415645,-0.004858269258328451,S2,5,laptop
29,93,224,nonconventional,IR,173.6135271592007,48.29855824606976,123.83742158625799,29.572469840476707,31.044690286581865,7.651891078205333,-0.5797804715528393,-0.024843831210577514,S2,6,office
30,72,199,nonconventional,IR,161.63148470339254,50.38914037959128,132.33887682979156,43.76386958179344,23.771290831068026,11.253538969435743,-0.8195722718372818,-0.051202162814251675,S2,7,phone
31,91,180,conventional,IR,218.56991585715662,49.5309353412342,418.09867243996086,38.73114206371188,98.52737394935373,9.0433566199434,-0.22586233566122405,-0.0019408321572252927,S2,8,piano
32,51,214,nonconventional,IR,180.8390700905054,59.49571626819827,75.45040905015006,50.15495238761772,18.413807581703576,10.212496936754484,-1.0316110926893916,0.05782229413317139,S2,9,soup
33,79,220,conventional,IR,195.46020190962585,48.91195377254441,423.0470954702347,42.524643175544576,78.3586598468671,9.38772271930534,-0.43589888032577506,-0.04284568885237196,S2,10,Spanish
34,82,212,conventional,IR,221.8283414661478,49.714398513067785,436.46943259622776,41.94387622687926,128.03906100329397,9.897674635233335,0.24713623504474244,-0.014644407485917749,S2,12,temp
35,86,182,conventional,IR,237.35450718673403,50.153242879694055,425.3966882015969,39.01681362212481,67.76797676640682,11.23369745636879,0.9116209379931064,-0.017375264706878665,S2,11,window
36,108,186,nonconventional,Literal,164.51395636555333,51.38384893841233,438.694086463605,26.0443115762463,67.5143800876323,5.604349444757554,0.005569651873762617,-0.024878544409540695,S2,2,back
37,68,175,conventional,Literal,250.79845974472653,42.93716301424013,485.4093158204341,25.81839517743744,138.58157584146903,6.034315296730122,2.8714236438676384,-0.020495267229563068,S2,3,box
38,80,163,nonconventional,Literal,164.89017230755914,50.406211954804924,60.4631453318529,34.84630561075074,17.347158727038636,8.475852982979763,-0.6385288642572335,-0.03905514723924946,S2,1,car
39,80,119,conventional,Literal,229.795666793829,51.03885647840914,433.2727199991954,23.330170805571626,97.97559622702705,5.837469746443552,0.8757803903886864,0.0302536852597336,S2,4,door
40,88,213,nonconventional,Literal,168.42574213371074,50.87289464365595,100.34180921287265,34.364672118347386,17.217657680943457,7.923246196409239,-0.3691194138123455,0.020217530060020375,S2,5,laptop
41,92,175,nonconventional,Literal,162.59151265656683,49.406468639807024,140.3957456394827,32.79885136403347,20.643803585619033,8.575637374536985,-0.5703908035317926,0.0059172340436713135,S2,6,office
42,75,163,nonconventional,Literal,162.9715106250871,47.93224915890387,442.6996583388863,24.67047316110083,66.94745978696167,6.601318697344127,-0.40201769037970664,0.004325300952333353,S2,7,phone
43,118,186,conventional,Literal,238.94679966832777,43.82095395830407,474.27288729563065,29.438703575458,114.71654170644447,7.209991093856315,1.6235494769344765,0.00537618554052857,S2,8,piano
44,55,138,nonconventional,Literal,229.2986083460725,51.66384229184226,441.20566148883904,26.311131506021937,133.69632617598705,6.075684618177835,2.7900466498446272,0.04462655469717136,S2,9,soup
45,100,175,conventional,Literal,296.1920387033618,47.83916111840169,429.3582637902522,28.05971611874103,125.6687609380468,7.586051203061373,0.8837986045245563,-0.039324565782426456,S2,10,Spanish
46,117,209,conventional,Literal,257.14427103805764,48.51240169982408,404.63092631980675,25.844448654786138,117.98147846647439,6.50232913434165,1.2840143593820341,-0.028481908095946775,S2,12,temp
47,129,206,conventional,Literal,197.12142762193372,50.714611273849705,258.8356905653628,22.039926084120737,32.82240318120932,6.475518406006616,0.3403362408161337,0.010207316111092523,S2,11,window
48,138,280,nonconventional,IR,177.9233482204772,54.09545183618449,294.3381110582553,36.53956266217524,62.591699120151816,9.935896796719362,-0.28985489560762956,0.05033552720752467,S3,2,back
49,51,148,conventional,IR,288.5151138747049,53.235193957539394,273.0667339352737,43.86130185606739,72.16248866650635,12.73343908116998,3.3036951725515107,-0.12745849444627255,S3,3,box
50,123,254,nonconventional,IR,176.77223590004095,54.506931585384905,143.25739457702423,45.97146927908994,62.41013253629772,11.154743994630877,1.5759954390528677,0.06932219091647403,S3,1,car
51,49,132,conventional,IR,261.49500258393533,49.23098006909092,359.1392111899447,39.76633256198791,134.7992337175849,11.489246639648865,7.845473985399792,0.019010787801057184,S3,4,door
52,112,229,nonconventional,IR,214.00366342969332,56.0785626672361,132.73509739990092,43.63836980173206,42.40249229924337,12.36579240802968,0.3403433958629508,-0.014405378763043316,S3,5,laptop
53,129,262,nonconventional,IR,209.14353575834673,54.74818569892434,233.5821544618393,41.77083801635756,46.332647274442046,9.028034991914945,-0.8664369217840582,0.005436060943119022,S3,6,office
54,94,216,nonconventional,IR,172.4974987621169,50.16286462076485,99.1827598292982,45.281226687202306,22.10042936284663,12.926746933178103,-0.4225050017191165,-0.012709550985728405,S3,7,phone
55,92,153,conventional,IR,286.95207690024193,53.87480494385428,384.4732771423122,41.49166290467895,93.01780267309718,11.53992478804414,2.5773132234630993,-0.01714874635007633,S3,8,piano
56,68,153,nonconventional,IR,270.6644993389811,54.46545734519113,292.83280844578235,45.856833297626444,68.6497151381575,13.537235045315844,2.3819728186585087,-0.017370330679374844,S3,9,soup
57,78,153,conventional,IR,293.14242251160096,52.317880424742576,291.9507474774249,47.292761448105225,86.1586736819161,11.560494108766965,-1.2976801748588198,0.01347559986633788,S3,10,Spanish
58,96,183,conventional,IR,284.44154800970153,52.8798845732891,406.14831662631684,43.46694144250919,75.35090530082607,12.082925598538624,0.34526817122010917,0.01444721541999954,S3,12,temp
59,89,163,conventional,IR,371.17309385439563,52.9889660098316,124.69196180302208,48.162940284768645,24.188552890159926,15.385401338285996,-0.10957097223633906,-0.06257434648782942,S3,11,window
60,56,157,nonconventional,Literal,194.79094909203562,51.833915254010606,512.4582136575701,43.85530256156642,170.51780625583086,9.780620230227683,0.9918094404707122,0.03536520443187482,S3,2,back
61,103,213,conventional,Literal,252.12198463274748,54.14553789732475,181.32456370598845,46.966351110879,63.45905789384824,12.638261338817951,0.9280618114280399,-0.0427903696814421,S3,3,box
62,78,167,nonconventional,Literal,209.50384604421322,56.253494874204215,150.38446733772102,49.70319762877096,29.60457357548139,12.620872081695829,1.138950534831923,-0.0018711207234742126,S3,1,car
63,105,183,conventional,Literal,301.60960046655845,55.7080958775572,239.22554539746088,48.384425659914584,78.03571614772893,12.796940006207716,1.847932875808599,0.05463722903053893,S3,4,door
64,71,161,nonconventional,Literal,159.61941596384304,52.74029937345647,113.01106341509814,51.59210130004008,28.88252057615364,13.012844425758564,-0.27733587498828277,-0.0544053895390966,S3,5,laptop
65,77,175,nonconventional,Literal,178.51831576018517,52.82859106474373,63.961726107026124,53.26527443758815,16.12300059057334,14.12024296732986,-0.5274999213723638,-0.05774631646480243,S3,6,office
66,78,133,nonconventional,Literal,176.77076666471672,53.28449007522872,29.211463699580406,45.284755769303246,5.661111617790759,11.774563008517859,-0.17028103429260397,0.10159033399510554,S3,7,phone
67,86,157,conventional,Literal,332.85874263720865,53.59664233554556,302.06653162683347,48.20979038162824,125.14775854781361,13.621414514989128,4.504359523943769,0.10708021357519915,S3,8,piano
68,51,145,nonconventional,Literal,236.70019142629212,51.011113904187944,351.24937825355295,47.51486081207004,79.16026832740161,13.278235259207177,0.9935352360509624,-0.10425179184541462,S3,9,soup
69,103,207,conventional,Literal,234.8484590416164,54.70303671486674,301.54991288602196,43.85679342985047,108.79766142990199,11.953910025769975,2.395746318039798,0.022396222483603654,S3,10,Spanish
70,127,243,conventional,Literal,236.858259794006,54.012471132760474,199.17569546574316,46.376163028213696,69.43711024228357,11.752250307371664,1.4936789864745994,0.05334699844691306,S3,12,temp
71,103,171,conventional,Literal,234.02410198916385,57.012721650697756,168.74298650069855,47.82336168806288,54.70114725452012,12.68642236950646,1.3176983341324147,0.08433867431735323,S3,11,window
72,120,193,nonconventional,IR,202.13976617410376,49.3228448674008,102.34644406440944,30.36702436660171,28.451549932172945,6.066165622967563,-0.7266183511045645,-0.018890147150680867,S4,2,back
73,88,173,conventional,IR,283.28877787991456,45.45984564933166,413.65504803000704,33.8005587030857,79.02330030086029,9.808316609103173,-0.5934695870140578,-0.10113300808543402,S4,3,box
74,109,186,nonconventional,IR,213.26894196230964,51.27793596216528,406.18861083265995,30.88034424024181,67.25603980057952,7.482733340974459,-1.320720369096962,-0.018326250196508336,S4,1,car
75,106,158,conventional,IR,235.9987240515264,45.90742296870374,148.51606261293324,30.79068348802962,42.737927409318544,8.210965569066573,-0.6075617467192944,-0.0018236707220344308,S4,4,door
76,147,251,nonconventional,IR,199.10069500915608,47.73043071242718,128.15019010613614,32.59223002612819,33.89000643734012,9.152470557082433,-0.48353772349239016,-0.037745989979217215,S4,5,laptop
77,117,197,nonconventional,IR,236.03505053522412,50.165470331735044,384.448156057431,36.515569464090106,90.73697963371298,6.386428161818055,-0.6563633567276403,-0.007485127478469389,S4,6,office
78,95,140,nonconventional,IR,199.57859853440573,47.44791529021948,165.9659902192282,27.02155686198724,40.1704835332613,6.8814456806670945,-0.9803906993663261,-0.04176766576269011,S4,7,phone
79,99,166,conventional,IR,275.2285663401593,43.36135403973723,190.92021590432304,30.300146911736206,66.69986435936582,8.559149937258564,-1.2188241239218252,-0.021990837697864148,S4,8,piano
80,106,221,nonconventional,IR,257.3092653384052,48.89248388364608,501.3988225410253,31.67479622854988,125.35044428900758,6.567903036338341,1.0601955728833636,-0.01413508262851451,S4,9,soup
81,86,188,conventional,IR,296.65373535972395,45.3906103961909,389.8631993200865,29.326040012203098,91.99027151189149,8.315656951402433,-0.7768849265335617,-0.04186450665090831,S4,10,Spanish
82,101,172,conventional,IR,245.56464137862702,46.36100827484838,301.4508324348542,23.89368398453268,53.08850321080405,5.906811252086577,-0.4522903789755182,-0.031121873829718965,S4,12,temp
83,115,177,conventional,IR,251.69890405801723,46.73782899463432,338.67890065606895,26.282813141328816,90.80975433282896,6.721431810930269,-0.9641500575405115,-0.008630625158482752,S4,11,window
84,95,194,nonconventional,Literal,187.67095985106295,42.52857902359259,138.0800057259505,34.54314254877808,26.107703914562673,8.669152955009524,-0.3840116992198795,-0.03504520165343283,S4,2,back
